quarter,rank,ticker,company_name,sector,score,annual_return_pct,quarter_return_pct,avg_monthly_high_low_change_pct,max_monthly_high_low_change_pct,trend_r2,max_drawdown_pct,positive_month_ratio_pct,end_to_trailing_high_pct,persistence_20d_pct,quarter_end_close,price_rows,trailing_return_pct,ocr_per,ocr_pbr,ocr_roe,ocr_roa,ocr_yield,ocr_per_confidence,ocr_pbr_confidence,ocr_roe_confidence,ocr_roa_confidence,ocr_yield_confidence,ocr_metrics_text,image_file,sector_adjusted_per_score,finance_quality_score,growth_quality_score,ocr_style_label
2025Q4_PRE,11,2216.T,カンロ,食料品,0.8788952380952382,100.36931123319759,53.05989583333333,24.93438928644396,31.313818924438387,0.7768744010464705,20.477452624979687,75.0,95.1821862348178,70.0,2351.0,6270,112.12029296433369,24.8,14.7,25.12,14.7,14.7,medium,medium,low,low,low,"2200布E款
株伍指标
予想PER
（倍）
<25.12>
24.8
(26.12>
23.5
实PER
高值平均
14.7
安值平均
7.2
PBR
4.81
株倡(8/27)
2039
最低購人额
5
20万3900F
2216
食",281.png,0.2857142857142857,0.3527142857142857,0.8858571428571429,業績急伸型
2025Q4_PRE,12,146A.T,コロンビア・ワークス,不動産業,0.8683809523809525,101.3440860215054,45.436893203883486,22.678283704014834,40.83665338645419,0.7970069914707162,24.541284403669728,66.66666666666666,94.57070707070707,95.0,3745.0,477,123.24888226527571,8.1,8.1,25.12,8.1,8.1,medium,medium,low,low,low,"3465布E楼
株伍指标
予想PER
（倍）
<25.12>
8.1
(26.12>
6.8
实PER
高值平均
7.2
安值平均
3.3
PBR
1.90
株（8/27)
3385P
CIEK
最低購人额
33万85009
146A
不",42.png,1.0,0.4301904761904761,0.9135714285714285,業績急伸型
2025Q4_PRE,13,218A.T,Ｌｉｂｅｒａｗａｒｅ,精密機器,0.8681142857142857,500.23419203747073,49.18509895227008,39.79257116661359,42.0923076923077,0.8604127361244013,47.51677852348993,75.0,89.36541143654114,100.0,2563.0,393,399.6101364522417,26.7,8.0,25.7,8.0,8.0,medium,medium,low,low,low,"2309
株伍指标
予想PER
（倍）
<25.7>
321.1
(26.7>
155.7
实PER
高值平均
安值平均
PBR
株倡(8/27)
2
20559
最低購人额
5
20万5500F
特
218A
精",265.png,0.15904761904761905,0.28433333333333327,0.9586190476190476,業績急伸型
2025Q4_PRE,14,1965.T,テクノ菱和,建設業,0.8670095238095239,83.7037037037037,30.526315789473692,19.832335592171766,28.23674475955611,0.8388076945138092,38.52071005917159,75.0,95.38461538461539,40.0,4960.0,6276,253.52815395580896,13.4,13.4,26.3,13.4,13.4,medium,medium,low,low,low,"5200
株伍指标
（倍）
予想PER
<26.3>
13.4
<27.3>
13.3
实PER
高值平均
9.7
安值平均
5.1
PBR
1-86
株倡(8/27)
2
4770m
器线
最低購人额
5
4.2
47万7000P
1965
建",187.png,0.4774436090225564,0.5511904761904762,0.8347142857142857,業績急伸型
2025Q4_PRE,15,1801.T,大成建設,建設業,0.8666285714285715,54.441913439635535,19.844449681828902,9.038240529200808,11.597738108437738,0.8279964764675398,19.959183673469383,83.33333333333334,96.94947569113441,95.0,10170.0,6535,61.78810054088451,17.2,17.2,26.3,17.2,17.2,medium,medium,low,low,low,"0065布E楼
株伍指标
予想PER
（倍）
<26.3>
17.2
<27.3>
16.9
实PER
高值平均
15.3
安值平均
10.5
PBR
1.91
株倡(8/27)
2
9600
最低購人额
5
96万門
3.8
1801
建",101.png,0.22180451127819548,0.5358571428571428,0.8694761904761905,中間型
2025Q4_PRE,16,1934.T,ユアテック,建設業,0.8644571428571428,78.6092715231788,25.67567567567568,15.878636320922581,27.07633221315411,0.8536427462627115,19.22437673130194,75.0,95.13227513227514,75.0,2697.0,6276,73.10654685494222,13.9,13.9,26.3,13.9,13.9,medium,medium,low,low,low,"2720
株伍指标
（倍）
予想PER
<26.3>
13.9
<27.3>
13.1
实PER
高值平均
11.5
安值平均
7.1
PBR
1.25
株倡(8/27)
2639
最低購人额
5
8.3
26万39009
逆存特
1934
建",167.png,0.424812030075188,0.5470476190476191,0.8739523809523809,業績急伸型
2025Q4_PRE,17,1723.T,日本電技,建設業,0.8643809523809524,52.821997105643995,17.725752508361214,13.909033215727815,19.298245614035082,0.9407140491441894,19.211195928753177,83.33333333333334,97.41697416974169,35.0,5280.0,5703,92.0,12.8,12.8,26.3,12.8,12.8,medium,medium,low,low,low,"5390布E校
株伍指标
予想PER
（倍）
<26.3>
12.8
<27.3>
12.7
实PER
高值平均
10.1
安值平均
6.4
PBR
2.08
株倡(8/27)
2
5190m
最低購人额
5
7.3
51万9000m
1723
建",72.png,0.5639097744360902,0.5635238095238095,0.7948095238095236,中間型
2025Q4_PRE,18,2009.T,鳥越製粉,食料品,0.8536761904761906,39.81233243967828,14.615384615384608,6.954128832043716,9.309967141292441,0.9346847695485566,16.998827667057448,75.0,98.67549668874173,100.0,1043.0,6273,50.940665701881336,22.6,18.6,25.12,18.6,18.6,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.12>
22.6
(26.12>
20.8
实PER
高值平均
18.6
安值平均
14.5
PBR
0-65
株幅(8/27)
981A
1万体
最低購人额
5
9万8100F
2009
食",210.png,0.3469387755102041,0.3967142857142857,0.8454761904761905,中間型
2025Q4_PRE,19,212A.T,フィットイージー,サービス業,0.8528761904761906,97.39130434782608,62.99664911440881,27.68926563051435,29.200000000000003,0.5796073844053662,41.82254196642686,75.0,94.58333333333333,95.0,3405.0,397,164.15826221877424,32.6,8.0,25.1,8.0,8.0,medium,medium,low,low,low,"株伍指标
2939
予想PER
（倍）
<25.10>
32.6
<26.10>
26.1
实PER
高值平均
24.1
安值平均
8'6
PBR
14.26
株佰（8/27)
3035P
最低購人额
30万3500P
壳单三特
212A",230.png,0.17073170731707318,0.23009523809523807,0.8868095238095238,中間型
2025Q4_PRE,20,2286.T,林兼産業,食料品,0.8475809523809523,54.1304347826087,39.56692913385827,17.394056100058943,20.472440944881896,0.6656573538224968,16.666666666666664,75.0,98.06362378976486,100.0,709.0,6276,47.4012474012474,5.6,5.6,26.3,5.6,5.6,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<26.3>
5.6
<27.3>
5.4
实PER
高值平均
9.1
安值平均
6.7
PBR
0.45
株佰（8/27)
25
6369
山
最低購人额
5
92
6万3600P
外速利特
2286
食",298.png,0.9897959183673469,0.5819047619047618,0.8731904761904762,業績急伸型
2025Q4_PRE,21,1847.T,イチケン,建設業,0.8470476190476192,40.31770045385778,19.10112359550562,8.643917042182608,16.61341853035143,0.8494174591749425,17.581677332435163,75.0,98.93333333333332,100.0,3710.0,6276,45.205479452054796,6.9,6.9,26.3,6.9,6.9,medium,medium,low,low,low,"3610布EK
株伍指标
予想PER
（倍）
<26.3>
6.9
<27.3>
6.5
实PER
高值平均
6.4
安值平均
4.9
PBR
0.75
株倡(8/27)
3
3575P
器线
最低購人额
5
3.8
35万75009
1847
建",124.png,0.9548872180451128,0.580047619047619,0.8524285714285714,中間型
2025Q4_PRE,22,1885.T,東亜建設工業,建設業,0.8468952380952384,72.89256198347107,30.018645121193277,18.92886357762941,25.24719841793013,0.9099612657241694,22.049469964664315,75.0,91.51356080489938,50.0,2092.0,6276,123.26574172892211,13.3,13.3,26.3,13.3,13.3,medium,medium,low,low,low,"2286EK
株伍指标
予想PER
（倍）
<26.3>
13.3
<27.3>
13.3
实PER
高值平均
10.4
安值平均
6.3
PBR
1.64
株佰（8/27)
2138m
最低購人额
5
4.7
21万38009
1885
20H
建",144.png,0.5075187969924813,0.5576666666666666,0.8527619047619047,業績急伸型
2025Q4_PRE,23,1718.T,美樹工業,建設業,0.8461333333333333,65.18046709129513,18.59756097560976,14.46891575893999,17.524115755627,0.8192570463934812,11.142857142857142,91.66666666666666,94.8780487804878,50.0,7780.0,5539,69.86899563318778,6.7,6.7,25.12,6.7,6.7,medium,medium,low,low,low,"8200布E校
株伍指标
予想PER
（倍）
<25.12>
6.7
(26.12>
6.3
实PER
高值平均
7.1
安值平均
5.9
PBR
0-51
幅(8/27)
7640
CLR
最低購人额
5
76万4000P
1718
建",68.png,0.9661654135338346,0.4073333333333334,0.8077142857142856,中間型
2025Q4_PRE,24,2573.T,北海道コカ・コーラボトリング,食料品,0.8392761904761906,35.57483731019522,12.612612612612617,5.027178436339494,8.069164265129691,0.85840596286781,7.923128792987189,83.33333333333334,100.0,100.0,3750.0,6276,39.24990716672856,30.5,1.11,25.12,1.11,1.11,medium,medium,low,low,low,"株伍指标
海正格
予想PER
（倍）
<25.12>
30.5
(26.12>
27.0
实PER
高值平均
36.1
安值平均
30.1
PBR
1.11
株幅(8/27)
3475P
最低購人额
34万7500P9
速企特
2573
食",417.png,0.20408163265306123,0.23338095238095236,0.8225238095238094,中間型
2025Q4_PRE,25,1815.T,鉄建建設,建設業,0.8390857142857143,42.07760711398545,21.66839736933195,10.721409112389841,14.28571428571428,0.8160129847829762,20.880733944954134,75.0,97.63888888888889,100.0,3515.0,6276,46.153846153846146,12.0,12.0,26.3,12.0,12.0,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<26.3>
12.0
<27.3>
9.0
实PER
高值平均
安值平均
PBR
0-66
6
株（8/27)
3355P9
最低購人额
5
4.8
33万55009
1815
建",111.png,0.6428571428571429,0.5692380952380951,0.859,業績急伸型
2025Q4_PRE,26,1961.T,三機工業,建設業,0.8388952380952382,57.507987220447276,19.95133819951338,15.830228521638357,20.26875699888018,0.938025076538547,18.765778401122024,83.33333333333334,90.79189686924494,65.0,4930.0,6276,120.58165548098434,13.4,13.4,26.3,13.4,13.4,medium,medium,low,low,low,"5370
株伍指标
（倍）
予想PER
<26.3>
13.4
<27.3>
12.4
实PER
高值平均
14.7
安值平均
10.1
PBR
2.54
2
株倡(8/27)
5040m
最低購人额
5
6.3
50万4000P
1961
建",184.png,0.4774436090225564,0.5511904761904762,0.8429523809523811,中間型
2025Q4_PRE,27,1975.T,朝日工業社,建設業,0.836152380952381,36.58216783216783,26.008064516129025,12.335263702272819,24.517374517374524,0.7776008785720236,27.37068965517241,66.66666666666666,96.89922480620154,80.0,3125.0,6274,144.7141738449491,12.3,12.3,26.3,12.3,12.3,medium,medium,low,low,low,"3225栋E楼
株伍指标
予想PER
（倍）
<26.3>
12.3
<27.3>
12.1
实PER
高值平均
11.4
安值平均
6.3
PBR
1.94
株倡(8/27)
3090m
最低購人额
5
5.4
30万9000
1975
建",194.png,0.6165413533834586,0.567952380952381,0.805,業績急伸型
2025Q4_PRE,28,1967.T,ヤマト,建設業,0.8354666666666669,54.099560761346986,19.263456090651566,14.81881546646109,22.519509476031207,0.9284255512857327,22.040549378678875,66.66666666666666,95.42157751586582,55.00000000000001,2105.0,6276,117.9089026915114,12.2,12.2,26.3,12.2,12.2,medium,medium,low,low,low,"2133
株伍指标
予想PER
（倍）
<26.3>
12.2
<27.3>
11.9
实PER
高值平均
13.5
安值平均
9.4
PBR
1.25
株（8/27)
7
2065F
最低購人额
5
0.0
20万6500F
1967
建",189.png,0.6240601503759399,0.5678095238095239,0.7996190476190476,中間型
2025Q4_PRE,29,2415.T,ヒューマンホールディングス,サービス業,0.8321142857142857,29.845201238390096,23.71681415929203,12.673509960777487,14.169821525148718,0.7969661633416381,19.869899467770548,83.33333333333334,99.33680720037896,75.0,2097.0,5293,51.0806916426513,7.8,7.8,26.3,7.8,7.8,medium,medium,low,low,low,"株伍指标
（倍）
予想PER
<26.3>
7.8
<27.3>
7.6
实PER
高值平均
7.1
安值平均
5.1
PBR
1.09
株幅(8/27)
2
1867P
最低購人额
5
5.2
18万67009
2415
速介特",359.png,0.967479674796748,0.5898095238095238,0.8008095238095239,中間型
2025Q4_PRE,30,256A.T,飛島ホールディングス,建設業,0.8304,32.23844282238444,19.713656387665203,10.114497672142171,13.187954309449633,0.8701707568919574,17.779024116657315,83.33333333333334,95.35087719298245,95.0,2174.0,351,54.29382540809085,10.2,10.2,26.3,10.2,10.2,medium,medium,low,low,low,"2180
株伍指标
（倍）
予想PER
<26.3>
10.2
<27.3>
10.0
实PER
高值平均
9.3
安值平均
7.2
PBR
08-0
株佰（8/27)
2080m
最低購人额
5
7.5
20万8000F
256A
建
非增",416.png,0.8082706766917294,0.5829523809523809,0.839,中間型
2025Q4_PRE,31,2112.T,塩水港精糖,食料品,0.8292571428571428,46.081504702194366,34.6820809248555,15.113103623471025,19.74683544303797,0.6627357230772792,33.091787439613526,66.66666666666666,98.5200845665962,95.0,466.0,6276,71.3235294117647,6.3,6.3,26.3,6.3,6.3,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<26.3>
6.3
<27.3>
6.5
实PER
高值平均
8.1
安值平均
5.7
PBR
0-65
10
株幅(8/27)
397F
最低購人额
3万9700P
1
2112
特
食",221.png,0.9693877551020408,0.5807619047619048,0.8331904761904761,業績急伸型
2025Q4_PRE,32,1811.T,錢高組,建設業,0.8275428571428571,67.90757381258024,52.27008149010477,24.843397432684856,51.30830489192264,0.6617394237684822,29.934210526315784,58.333333333333336,96.88888888888889,95.0,6540.0,6470,92.63622974963181,20.5,11.6,26.3,11.6,11.6,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<26.3>
20.5
<27.3>
26.2
实PER
高值平均
11.6
安值平均
7.4
PBR
0.47
株倡(8/27)
6590m
最低購人额
5
87
65万9000m
1811
建",107.png,0.10526315789473684,0.45714285714285713,0.8521428571428571,業績急伸型
2025Q4_PRE,33,285A.T,キオクシアホールディングス,電気機器,0.8243428571428573,180.65630397236615,106.3055438002539,47.77688298810992,103.85674931129478,0.43788016699925936,52.11356466876972,66.66666666666666,94.1119691119691,100.0,4875.0,294,204.49718925671453,13.7,13.7,26.3,13.7,13.7,medium,medium,low,low,low,"0
株伍指标
予想PER
（倍）
<26.3>
13.7
<27.3>
8.7
实PER
高值平均
6.3
安值平均
2.8
PBR
1.71
株倡(8/27)
2415F
最低購人额
5
5.9
24万15009
又速旧特
285A
20克山色",529.png,0.6,0.5805714285714285,0.871,中間型
2025Q4_PRE,34,1736.T,オーテック,建設業,0.8242285714285715,53.956038793005014,38.7815750371471,19.325786400948434,29.69072164948454,0.7575473528151251,21.010986891821204,75.0,93.9165409753645,65.0,1868.0,6454,67.28358818518205,10.9,10.9,26.3,10.9,10.9,medium,medium,low,low,low,"1887布E楼
株伍指标
予想PER
（倍）
<26.3>
10.9
<27.3>
10.5
实PER
高值平均
12.0
安值平均
7.2
PBR
1.22
株佰（8/27)
17639
最低購人额
5
3.6
17万63009
1736
建",75.png,0.7556390977443609,0.5807142857142856,0.8344761904761904,業績急伸型
2025Q4_PRE,35,276A.T,ククレブ・アドバイザーズ,不動産業,0.8214095238095238,384.05797101449275,27.480916030534353,30.36703225034827,39.761092150170654,0.9037052269607706,31.144067796610166,90.0,81.56288156288156,5.0,6680.0,310,525.4681647940074,67.7,8.0,25.8,8.0,8.0,medium,medium,low,low,low,"8190
株伍指标
予想PER
（倍）
<25.8>
67.7
<26-8>
51.9
实PER
高值平均
安值平均
PBR
15-54
株倡(8/27)
7280m
最低購人额
5
72万8000F
12速供特
276A
不
结克色",494.png,0.125,0.2853333333333333,0.8372380952380952,業績急伸型
2025Q4_PRE,36,1861.T,熊谷組,建設業,0.8137523809523812,25.71428571428571,20.86746987951806,10.240782851652819,14.374225526641894,0.8764228828503551,12.750885478158203,66.66666666666666,98.74015748031496,100.0,1254.0,6533,43.724928366762185,13.1,13.1,26.3,13.1,13.1,medium,medium,low,low,low,"4870布EK
株伍指标
予想PER
（倍）
<26.3>
13.1
<27.3>
9.6
实PER
高值平均
19.6
安值平均
13.7
PBR
1.15
株佰（8/27)
4700m
最低購人额
5
52
47万門
1861
建",132.png,0.5338345864661654,0.5609047619047619,0.8168095238095238,中間型
2025Q4_PRE,37,1719.T,安藤・間,建設業,0.8136,40.7905803195963,15.130674002751032,8.839494530381613,11.34163208852006,0.929693868411217,10.530085959885383,83.33333333333334,94.62973431317128,55.00000000000001,1674.0,5559,48.667850799289525,14.8,14.8,26.3,14.8,14.8,medium,medium,low,low,low,"1745
株伍指标
（倍）
予想PER
<26.3>
14.8
<27.3>
14.5
实PER
高值平均
10.8
安值平均
7.9
PBR
1.57
株佰（8/27)
1700m
最低購人额
5
6.3
17万月
速于特
1719
建",69.png,0.32706766917293234,0.5365714285714286,0.7818095238095237,中間型
2025Q4_PRE,38,1950.T,日本電設工業,建設業,0.8112761904761906,43.30827067669174,10.4287369640788,11.08608925017191,15.007898894154813,0.9014461858989843,15.353260869565222,75.0,96.58783783783784,50.0,2859.0,6276,62.44318181818183,11.9,11.9,26.3,11.9,11.9,medium,medium,low,low,low,"株伍指标
2960
（倍）
予想PER
<26.3>
11.9
<27.3>
11.4
实PER
高值平均
13.5
安值平均
9.6
PBR
0-83
株倡（8/27)
2737P
最低購人额
5
6.9
27万3700P
E
1950
建",178.png,0.6654135338345865,0.5717619047619048,0.7418095238095238,中間型
2025Q4_PRE,39,2413.T,エムスリー,サービス業,0.8110476190476191,73.84335154826958,23.88369678089304,19.471496409630255,34.531379596350575,0.6965001795127594,31.85164985001363,58.333333333333336,96.4040404040404,95.0,2386.0,5306,68.02816901408451,33.5,4.05,26.3,4.05,4.05,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<26.3>
33.5
<27.3>
31.4
实PER
高值平均
53.2
安值平均
30.5
PBR
4.05
株倡(8/27)
2226m
最低購人额
5
1.1
22万26009
2413
H",358.png,0.15447154471544716,0.41019047619047616,0.8405238095238096,業績急伸型
2025Q4_PRE,40,208A.T,構造計画研究所ホールディングス,情報・通信業,0.8099428571428572,58.68544600938967,37.34254368143031,16.775330501620367,34.176182707993476,0.7939913497255143,14.76459510357816,58.333333333333336,94.67787114845937,80.0,3380.0,6274,65.88957055214723,14.8,14.8,26.6,14.8,14.8,medium,medium,low,low,low,"3190布ER
株伍指标
（倍）
予想PER
<26.6>
14.8
<27.6>
13.1
实PER
高值平均
14.0
安值平均
8.5
PBR
3-37
株倡(8/27)
6
万
3225F
最低購人额
5
12
32万2500
208A
情",218.png,0.7058823529411765,0.7368095238095238,0.8310952380952381,業績急伸型
2025Q4_PRE,41,1871.T,ピーエス・コンストラクション,建設業,0.8048380952380952,58.73287671232876,6.674338319907935,8.726499622447426,11.657142857142855,0.9225219903101692,19.465648854961838,75.0,94.88229273285567,40.0,1854.0,6276,83.56435643564357,13.9,13.9,26.3,13.9,13.9,medium,medium,low,low,low,"株伍指标
1954
（倍）
予想PER
<26.3>
13.9
<27.3>
13.1
实PER
高值平均
9.2
安值平均
5.8
PBR
1.51
株佰（8/27)
7
iltm
1849m
最低購人额
5
4.9
18万4900P9
1871
建",138.png,0.424812030075188,0.5470476190476191,0.7263333333333333,中間型
2025Q4_PRE,42,1938.T,日本リーテック,建設業,0.803504761904762,57.8616352201258,4.0414507772020825,8.25523141375754,10.314875135722046,0.9545649796234806,20.933087783916516,83.33333333333334,94.71698113207547,55.00000000000001,2008.0,6272,88.54460093896715,11.6,11.6,26.3,11.6,11.6,medium,medium,low,low,low,"株伍指标
（倍）
予想PER
<26.3>
11.6
<27.3>
11.0
实PER
高值平均
12.6
安值平均
7.1
PBR
0.78
株佰（8/27)
1967P
最低購人额
5
7.7
19万6700P
1938
建",168.png,0.6992481203007519,0.5767619047619048,0.7265714285714284,中間型
2025Q4_PRE,43,2418.T,ツカダ・グローバルホールディング,サービス業,0.799504761904762,59.353348729792145,23.655913978494624,15.995731850889626,26.34228187919463,0.877563528791652,22.077922077922075,66.66666666666666,91.3907284768212,55.00000000000001,690.0,5278,75.57251908396947,4.7,4.7,25.12,4.7,4.7,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.12>
4.7
(26.12>
5.9
实PER
高值平均
7.8
安值平均
4.9
PBR
0-97
株倡(8/27)
2
721月
最低購人额
5
7万2100m
2418
力特",360.png,1.0,0.40661904761904766,0.8134285714285713,業績急伸型
2025Q4_PRE,44,1812.T,鹿島建設,建設業,0.7980952380952382,50.80363382250175,14.422057264050903,10.255798872207556,16.578669482576558,0.9073780519840611,14.245635910224442,66.66666666666666,93.52112676056338,65.0,4316.0,6533,63.422945853843245,15.0,15.0,26.3,15.0,15.0,medium,medium,low,low,low,"4378布ER
株伍指标
予想PER
（倍）
<26.3>
15.0
<27.3>
14.7
实PER
高值平均
11.0
安值平均
6.9
PBR
1.63
株倡(8/27)
4304m
最低購人额
5
0.2
43万400P
1812
建",108.png,0.3157894736842105,0.5358095238095238,0.7837142857142858,中間型
2025Q4_PRE,45,2389.T,デジタルホールディングス,サービス業,0.7979047619047619,64.06890894175554,67.22408026755853,27.358054757129608,53.41463414634147,0.5151483123122893,26.84478371501272,66.66666666666666,91.74311926605505,100.0,2000.0,5462,114.59227467811158,13.6,13.6,25.12,13.6,13.6,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.12>
13.6
<26.12>
56.8
实PER
高值平均
56.4
安值平均
40.6
PBR
1.10
株佰（8/27)
17899
最低購人额
5
17万89009
2389
H",350.png,0.6544715447154471,0.4151904761904762,0.8541428571428571,中間型
