quarter,rank,ticker,company_name,sector,score,annual_return_pct,quarter_return_pct,avg_monthly_high_low_change_pct,max_monthly_high_low_change_pct,trend_r2,max_drawdown_pct,positive_month_ratio_pct,end_to_trailing_high_pct,persistence_20d_pct,quarter_end_close,price_rows,trailing_return_pct,learning_date,training_cutoff_date,ocr_per,ocr_pbr,ocr_roe,ocr_roa,ocr_yield,ocr_per_confidence,ocr_pbr_confidence,ocr_roe_confidence,ocr_roa_confidence,ocr_yield_confidence,ocr_metrics_text,image_file,sector_adjusted_per_score,finance_quality_score,growth_quality_score,overall_score,future_return_2024Q3_pct,selected_rank,selected
2024Q2_PRE,87,8050.T,セイコーグループ,精密機器,0.8822814097222994,79.97070670084219,21.35802469135804,15.634661510123662,19.430051813471504,0.711008322171724,16.84172401303875,66.66666666666666,95.99609375,100.0,4915.0,6276,88.82059162504802,2024-06-30,2024-06-30,15.7,15.7,25.3,15.7,15.7,medium,medium,low,low,low,"4465栋E楼
株伍指标
予想PER
（倍）
<25.3>
15.7
(26.3>
14.9
实PER
高值平均
20.8
安值平均
12.6
PBR
1.22
株倡(5/27)
6
4460m
最低購人额
24
7.2
44万6000m
8050
精",7123.png,0.6979166666666666,0.6836666666666668,0.9270031625061564,0.8035236156999545,-19.793814432989688,11,True
2024Q2_PRE,45,7460.T,ヤギ,卸売業,0.9029874440358616,36.74623115577889,20.27624309392264,15.158158772827646,18.012422360248447,0.9373360935600732,8.796546141392337,66.66666666666666,98.06306306306304,70.0,2177.0,6469,63.07116104868913,2024-06-30,2024-06-30,7.8,7.8,25.3,7.8,7.8,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.3>
7.8
(26.3>
7.6
实PER
高值平均
18.8
安值平均
14.0
PBR
0.42
株佰(5/27)
G2
2008月
CIEE
最低購人额
24
5.4
20万800F
7460
特
卸",6783.png,0.8741379310344828,0.5838367346938775,0.9094486463066448,0.8034332938575539,-15.459610027855152,12,True
2024Q2_PRE,84,6794.T,フォスター電機,電気機器,0.8844565192435166,72.27533460803059,44.04476418864909,26.39698075917749,49.4037478705281,0.7930673246703844,14.495592556317336,58.333333333333336,97.09051724137932,100.0,1802.0,6276,97.15536105032822,2024-06-30,2024-06-30,11.0,11.0,25.3,11.0,11.0,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.3>
11.0
(26.3>
9.4
实PER
高值平均
21.9
安值平均
12.6
PBR
0-57
株佰(5/27)
6
1481月
最低購人额
24
4.2
14万81009
6794",6406.png,0.7741228070175439,0.6220816326530612,0.9561091471972568,0.8028142642359066,5.710955710955701,13,True
2024Q2_PRE,160,4762.T,エックスネット,情報・通信業,0.8544030247482772,36.090909090909086,19.76,18.024135077575178,25.86206896551724,0.7536936123609467,8.082408874801905,75.0,94.26952141057934,75.0,1497.0,5719,44.08084696823869,2024-06-30,2024-06-30,11.0,11.0,25.3,11.0,11.0,medium,medium,low,low,low,"1588布E楼
株伍指标
予想PER
（倍）
<25.3>
11.0
(26.3>
9.2
实PER
高值平均
13.4
安值平均
11.2
PBR
1.46
株倡(5/27)
7
万补
1501月
最低購人额
24
9.0
15万100P
单老特
4762
情
增",5493.png,0.890652557319224,0.6455646258503401,0.880284096000948,0.8017876737804539,-1.4112903225806495,14,True
2024Q2_PRE,91,8225.T,タカチホ,卸売業,0.8810844315080415,89.36170212765957,62.80487804878048,29.741536278919263,64.23357664233578,0.7183109816500362,13.080739738385205,83.33333333333334,89.0,90.0,4005.0,6535,110.7894736842105,2024-06-30,2024-06-30,7.9,7.9,25.3,7.9,7.9,medium,medium,low,low,low,"4500布E校
株伍指标
予想PER
（倍）
<25.3>
7.9
(26.3>
7.7
实PER
高值平均
3.9
安值平均
2.5
PBR
1.40
株幅(5/27)
5
39559
最低購人额
24
26.5
39万5500P
8225
卸",7220.png,0.8672413793103448,0.5842108843537415,0.94040484522606,0.8012543976240468,-33.982521847690386,15,True
2024Q2_PRE,96,6772.T,東京コスモス電機,電気機器,0.8795570269479595,31.29890453834117,24.480712166172115,14.801444739581138,22.322775263951744,0.8750227984753629,13.569520202901089,66.66666666666666,98.47417840375586,90.0,839.0,6272,41.91474673146524,2024-06-30,2024-06-30,10.2,10.2,25.3,10.2,10.2,medium,medium,low,low,low,"4100布E校
株伍指标
予想PER
（倍）
<25.3>
10.2
(26.3>
8.6
实PER
高宿平均
4.4
安值平均
2.2
PBR
0-82
株佰(5/27)
4245P
最低購人额
21
14.9
42万4500P
6772",6395.png,0.8201754385964912,0.6168775510204082,0.9092697980662052,0.7974152455756391,-1.6786570743405282,16,True
2024Q2_PRE,112,4658.T,日本空調サービス,サービス業,0.8720221716122487,33.41463414634147,18.015102481121904,14.10897692410297,17.416378316032286,0.814199389291709,7.343412526997839,75.0,95.54585152838428,100.0,1094.0,4793,42.81984334203655,2024-06-30,2024-06-30,12.0,12.0,25.3,12.0,12.0,medium,medium,low,low,low,"959布E校
株伍指标
予想PER
（倍）
<25.3>
12.0
(26.3>
10.2
实PER
高值平均
13.2
安值平均
10.4
PBR
1.41
株倡(5/27)
3
980P
最低購人额
24
12.1
G000856
4658",5439.png,0.7755905511811023,0.6401836734693878,0.9020014035009758,0.7932549795399924,-2.332089552238803,17,True
2024Q2_PRE,66,6787.T,メイコー,電気機器,0.8906552327626751,71.73652694610779,36.832061068702295,25.589035985552265,44.15841584158415,0.925419532425434,16.620498614958446,58.333333333333336,93.848167539267,90.0,7170.0,6290,165.35899333826794,2024-06-30,2024-06-30,14.4,14.4,25.3,14.4,14.4,medium,medium,low,low,low,"0689
株伍指标
予想PER
（倍）
<25.3>
14.4
(26.3>
10.6
实PER
高值平均
12.6
安值平均
5.9
PBR
1.98
株倡(5/27)
2
7010F
最低購人额
21
12.9
70万1000用
速专特
6787
结本色",6403.png,0.5833333333333334,0.6422653061224489,0.965285125481875,0.7844659484000459,-12.729844413012724,18,True
2024Q2_PRE,49,8877.T,エスリード,不動産業,0.9018671421535408,28.428571428571423,28.98134863701578,16.79691287852121,25.40861812778603,0.8148425168484055,13.179723502304151,75.0,98.46659364731651,95.0,4495.0,6047,76.69025157232706,2024-06-30,2024-06-30,7.0,7.0,25.3,7.0,7.0,medium,medium,low,low,low,"1220
株伍指标
予想PER
（倍）
<25.3>
7.0
(26.3>
6.8
实PER
高值平均
6.2
安值平均
4.2
PBR
0-92
株幅(5/27)
3970m
最低購人额
24
11.8
39万7000m
8877
宋",7381.png,0.796875,0.5589251700680272,0.8983212091586771,0.7820565170956788,5.4263565891472965,19,True
2024Q2_PRE,25,7327.T,第四北越フィナンシャルグループ,銀行業,0.9230571243412988,32.90155860708155,18.06674006618094,10.936930086843947,15.323495602600712,0.892718399542461,9.673521408991892,91.66666666666666,98.46449366978725,75.0,855.0,1814,67.64705882352942,2024-06-30,2024-06-30,9.1,9.1,25.3,9.1,9.1,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.3>
9.1
(26.3>
8.4
实PER
高值平均
9.0
安值平均
6.3
PBR
0.42
株佰(5/27)
4770m
最低購人额
24
4.6
47万7000P
7327
銀",6710.png,0.7098765432098766,0.5770204081632653,0.8965223319594577,0.7814805823603257,-9.402695143153906,20,True
2024Q2_PRE,15,9823.T,マミーマートホールディングス,小売業,0.9299913701354252,82.12290502793296,37.84355179704018,20.51928437603552,26.079136690647477,0.9303385519471912,20.077972709551663,83.33333333333334,93.00998573466477,100.0,1304.0,6533,169.75589914451663,2024-06-30,2024-06-30,12.3,12.3,24.9,12.3,12.3,medium,medium,low,low,low,"5810
株伍指标
予想PER
（倍）
<24.9>
12.3
<25.9>
12.3
实PER
高值平均
7.6
安值平均
5.9
PBR
1.51
株福(5/27)
5530m
最低購人额
24
55万3000P
9823
小",7794.png,0.7175925925925926,0.5017006802721089,0.9784824932694908,0.7787444986094602,-31.170886075949365,21,True
2024Q2_PRE,126,3583.T,オーベクス,繊維製品,0.8643746169997668,29.520697167755984,20.833333333333325,11.519674278479924,17.988394584139257,0.7870054257132368,10.821643286573146,83.33333333333334,97.45901639344262,65.0,1189.0,6276,34.047350620067654,2024-06-30,2024-06-30,6.5,6.5,25.3,6.5,6.5,medium,medium,low,low,low,"有正格
株伍指标
予想PER
（倍）
<25.3>
6.5
<26.3>
5.9
实PER
高值平均
6.0
安值平均
4.6
PBR
0.48
株倡(5/27)
1081月
最低購人额
21
7.2
10万8100m
3583
绒",4810.png,0.8723404255319149,0.5693809523809523,0.8668979739963487,0.7767658127900045,-1.0970464135021119,22,True
2024Q2_PRE,258,6231.T,木村工機,機械,0.8256384048230071,87.74193548387098,21.249999999999996,32.019913628885284,39.95584988962473,0.8124480189893186,24.598269468479607,66.66666666666666,77.60000000000001,65.0,5820.0,1463,161.69064748201438,2024-06-30,2024-06-30,9.6,9.6,25.3,9.6,9.6,medium,medium,low,low,low,"5750
株伍指标
予想PER
（倍）
<25.3>
9.6
(26.3>
8.7
实PER
高值平均
9.2
安值平均
4.6
PBR
2.08
2
株幅(5/27)
5610m
最低購人额
24
23.7
56万1000F
6231
概",6070.png,0.8162790697674419,0.6053741496598639,0.9218652490936496,0.7766117976292314,-17.013888888888886,23,True
2024Q2_PRE,2,5805.T,ＳＷＣＣ,非鉄金属,0.9516136054421768,65.43500167954318,30.810092961487378,22.47875140113196,30.23255813953489,0.963980192769204,11.734693877551017,91.66666666666666,97.71825396825396,85.0,4925.0,6274,166.504329004329,2024-06-30,2024-06-30,15.6,15.6,25.3,15.6,15.6,medium,medium,low,low,low,"4680布E校
株伍指标
予想PER
（倍）
<25.3>
15.6
(26.3>
15.1
实PER
高值平均
9.2
安值平均
5.1
PBR
1.85
株佰(5/27)
2
4765P
最低購人额
24
47万65009
12.3
5805
2求连系特
罪",5834.png,0.40625,0.6212108843537414,0.9590884353741496,0.7694702040816325,20.125786163522008,24,True
2024Q2_PRE,14,5889.T,Ｊａｐａｎ Ｅｙｅｗｅａｒ Ｈｏｌｄｉｎｇｓ,小売業,0.9303885557271356,142.671009771987,41.8372203712518,33.80787825873227,52.70336093521675,0.9239372999624266,17.587273530711446,71.42857142857143,95.05582137161085,100.0,2980.0,563,168.22682268226822,2024-06-30,2024-06-30,18.6,18.6,25.1,18.6,18.6,medium,medium,low,low,low,"2320
株伍指标
予想PER
（倍）
<25.1>
18.6
<26.1>
16.7
实PER
高值平均
14.1
安值平均
9.1
PBR
3-91
株倡(5/27)
2169
最低購人额
24
24.7
21万6900m
更航特
5889",5864.png,0.5262345679012346,0.560625850340136,0.9847817130118242,0.7694127452701276,-1.2881355932203409,25,True
2024Q2_PRE,33,6489.T,前澤工業,機械,0.9144375856820682,42.59259259259258,29.928952042628776,16.864792596486524,21.278538812785385,0.7962908919732052,17.061611374407583,83.33333333333334,97.79411764705884,100.0,1463.0,6276,81.96517412935323,2024-06-30,2024-06-30,7.7,7.7,24.5,7.7,7.7,medium,medium,low,low,low,"1401
株伍指标
（倍）
予想PER
<24.5>
7.7
<25.5>
7.5
实PER
高值平均
6.0
安值平均
3.8
PBR
0.94
株倡(5/27)
5
1374m
十万件
mn
最低購人额
24
13万74009
可
又连特
6489
概
增
32克半色",6234.png,0.916279069767442,0.4181972789115646,0.9306262762045484,0.7684947367602457,-14.295392953929543,26,True
2024Q2_PRE,151,8022.T,美津濃,その他製品,0.8574008450631205,101.27065427424948,25.316450855247364,16.609377511488795,23.557692307692317,0.7366669479726895,21.91358024691358,66.66666666666666,90.10238907849828,65.0,2640.0,6276,104.91590555908186,2024-06-30,2024-06-30,13.5,13.5,25.3,13.5,13.5,medium,medium,low,low,low,"8330有ER
株伍指标
予想PER
（倍）
<25.3>
13.5
(26.3>
12.7
实PER
高值平均
10.2
安值平均
5.8
PBR
1.43
株倡(5/27)
7920
最低購人额
24
10.8
79万2000m
8022
重心特",7107.png,0.625,0.6368775510204082,0.9156845788941596,0.767657823795822,16.071429071899068,27,True
2024Q2_PRE,137,7912.T,大日本印刷,その他製品,0.8615336555090191,29.1030534351145,18.2175622542595,9.736106925399664,12.63702171664942,0.7844508475563813,10.05816771691711,66.66666666666666,99.3756885787734,100.0,2706.0,6535,33.20206743785381,2024-06-30,2024-06-30,12.6,12.6,25.3,12.6,12.6,medium,medium,low,low,low,"株伍指标
1905栋E格
予想PER
（倍）
<25.3>
12.6
<26.3>
12.2
实PER
高宿平均
安值平均
PBR
86°0
株倡(5/27)
47669
最低購人额
24
9.8
47万6600P9
7912",7032.png,0.6666666666666666,0.6292857142857142,0.8859862538374086,0.7668258669303323,-6.2109518559353205,28,True
2024Q2_PRE,130,2585.T,ライフドリンク カンパニー,食料品,0.8629362129173935,41.622760800843,34.400000000000006,22.649449877156595,32.50950570342206,0.7511463391526294,27.842809364548494,66.66666666666666,96.4131994261119,95.0,1680.0,1030,60.57347670250897,2024-06-30,2024-06-30,19.4,19.4,25.3,19.4,19.4,medium,medium,low,low,low,"0-0
株伍指标
予想PER
（倍）
<25.3>
19.4
(26.3>
18.7
实PER
高值平均
22.5
安值平均
9.2
PBR
6-58
株倡(5/27)
2
5720m
最低購人额
24
32.4
57万2000F
2585
食",4349.png,0.4919354838709677,0.6852857142857143,0.9173247567943889,0.7642211973085369,14.790419161676649,29,True
2024Q2_PRE,21,6625.T,ＪＡＬＣＯホールディングス,不動産業,0.9249254485463212,127.35042735042734,40.36939313984169,24.26480966373069,31.358024691358025,0.8120981171957746,21.545667447306798,66.66666666666666,100.0,100.0,532.0,6535,152.13270142180093,2024-06-30,2024-06-30,15.6,15.6,25.3,15.6,15.6,medium,medium,low,low,low,"442
株伍指标
予想PER
（倍）
<25.3>
15.6
(26.3>
9.7
实PER
高值平均
18.6
安值平均
10.0
PBR
2.12
株倡(5/27)
3
384m
最低購人额
24
23.9
3万8400
6625
宋",6317.png,0.4140625,0.6228707482993197,0.9656475286903003,0.7631840249741704,-21.57258064516129,30,True
2024Q2_PRE,50,8541.T,愛媛銀行,銀行業,0.9016941434385404,30.22794846382557,18.69918699186992,11.668018309824452,15.146147032772372,0.8399737400499049,18.221447253705318,75.0,99.69650986342944,80.0,1314.0,6276,65.4911838790932,2024-06-30,2024-06-30,9.3,9.3,25.3,9.3,9.3,medium,medium,low,low,low,"株伍指标
布正格
予想PER
（倍）
<25.3>
9.3
(26.3>
8.4
实PER
高值平均
7.9
安值平均
5.6
PBR
0-34
株幅(5/27)
1187A
最低購人额
24
3.8
11万87009
8541
銀",7302.png,0.6604938271604939,0.5695714285714286,0.885336047756065,0.7618785271016408,-20.928462709284624,31,True
2024Q2_PRE,26,7011.T,三菱重工業,機械,0.9218378900825436,105.82965598511298,24.67438494934877,19.68930596808581,29.20937042459737,0.8895707919163646,18.543703486547024,66.66666666666666,97.62039660056658,85.0,1723.0,6533,150.14518445634448,2024-06-30,2024-06-30,20.0,20.0,25.3,20.0,20.0,medium,medium,low,low,low,"460
株伍指标
予想PER
（倍）
<25.3>
20.0
(26.3>
18.4
实PER
高值平均
16.3
安值平均
8.3
PBR
2.05
株倡(5/27)
27
1367F
百万排
最低購人额
1.1
13万67009
7011
概",6523.png,0.3325581395348837,0.6601496598639456,0.9559166898114716,0.7604225178585315,22.15171618113643,32,True
2024Q2_PRE,228,2674.T,ハードオフコーポレーション,小売業,0.8335437207218217,25.060096153846143,23.063276167947965,15.12611996469353,23.843416370106763,0.7669138049424693,12.306046013911187,66.66666666666666,93.19301388266904,80.0,2081.0,5463,48.642857142857146,2024-06-30,2024-06-30,13.6,13.6,25.3,13.6,13.6,medium,medium,low,low,low,"2059
株伍指标
予想PER
（倍）
<25.3>
13.6
(26.3>
12.2
实PER
高值平均
12.1
安值平均
7.9
PBR
1.69
3
株佰(5/27)
2056m
lm
最低購人额
21
13.0
20万5600F
2674",4375.png,0.6790123456790124,0.648673469387755,0.8634819748258584,0.7600795543606664,-5.177372962607862,33,True
2024Q2_PRE,94,7014.T,名村造船所,輸送用機器,0.8805321720195973,80.31437125748504,24.17525773195877,28.884692150649173,39.82188295165394,0.9002501725207757,31.65137614678899,58.333333333333336,95.4059405940594,75.0,2409.0,6470,318.2291666666667,2024-06-30,2024-06-30,9.2,9.2,25.3,9.2,9.2,medium,medium,low,low,low,"2361
株伍指标
予想PER
（倍）
<25.3>
9.2
(26.3>
6°8
实PER
高值平均
6.4
安值平均
1.5
PBR
1.74
株倡(5/27)
19929
最低購人额
24
30.9
19万9200P9
7014
输",6526.png,0.6046511627906976,0.5572448979591836,0.945896714918956,0.7546615215579973,-41.68060200668896,34,True
2024Q2_PRE,46,5535.T,ミガロホールディングス,不動産業,0.902222634508349,242.7177700348432,99.5131845841785,47.34173257886763,71.29032258064515,0.7366795655671043,23.34470989761093,91.66666666666666,92.61770244821092,100.0,614.75,2491,318.9097103918228,2024-06-30,2024-06-30,19.8,19.8,25.3,19.8,19.8,medium,medium,low,low,low,"3250
株伍指标
予想PER
（倍）
<25.3>
19.8
(26.3>
17.7
实PER
高值平均
16.0
安值平均
7.3
PBR
2.39
株倡(5/27)
3395P
最低購人额
24
11.2
33万95009
5535
宋",5765.png,0.328125,0.6570068027210886,0.9592084106369824,0.7530073593073595,-26.068003487358325,35,True
2024Q2_PRE,90,8622.T,水戸証券,証券、商品先物取引業,0.8813581890023292,34.338747099767986,22.41014799154335,13.241178403962884,19.383259911894267,0.7546845554946516,18.145161290322577,66.66666666666666,99.65576592082616,65.0,579.0,6276,75.98784194528876,2024-06-30,2024-06-30,14.5,14.5,25.3,14.5,14.5,medium,medium,low,low,low,"556
株伍指标
予想PER
（倍）
<25.3>
14.5
(26.3>
13.9
实PER
高值平均
15.2
安值平均
10.0
PBR
0-81
株倡(5/27)
2
5399
最低購人额
24
5.7
5万3900F
8622",7331.png,0.5277777777777778,0.6332925170068027,0.8752909653790748,0.7523376408592832,-19.6551724137931,36,True
2024Q2_PRE,29,5020.T,ＥＮＥＯＳホールディングス,石油・石炭製品,0.9197206551646244,41.20258645586774,18.45800946491025,13.1310753722219,19.246257975197366,0.8845833170306729,18.255954804881814,75.0,99.11270690478868,85.0,826.5999755859375,6276,71.60057185771267,2024-06-30,2024-06-30,11.1,11.1,25.3,11.1,11.1,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.3>
11.1
(26.3>
7.4
实PER
高值平均
7.8
安值平均
5.5
PBR
0.73
株幅(5/27)
20
百样
792.1F
最低購人额
21
9.5
7万92109
5020
石",5612.png,0.5,0.5696802721088436,0.917685152885324,0.7512004843744793,-7.550751099092967,37,True
2024Q2_PRE,37,5393.T,ニチアス,ガラス・土石製品,0.9092018189965152,37.40902474526928,18.1476846057572,12.754105890237325,17.712177121771223,0.909740525634996,6.955128205128203,75.0,96.9199178644764,75.0,4720.0,6276,61.42270861833106,2024-06-30,2024-06-30,11.7,11.7,25.3,11.7,11.7,medium,medium,low,low,low,"4540布E校
株伍指标
予想PER
（倍）
<25.3>
11.7
(26.3>
11.2
实PER
高值平均
9.4
安值平均
6.5
PBR
1.49
株佰(5/27)
2
4530m
最低購人额
24
14.5
45万3000F
5393",5736.png,0.5102040816326531,0.5825102040816326,0.9077337273504936,0.7508877902821445,19.663512092534184,38,True
2024Q2_PRE,102,6351.T,鶴見製作所,機械,0.87565566899596,28.74172185430464,32.42506811989101,21.49286536817062,25.179856115107917,0.7745298387638234,20.90112640801002,66.66666666666666,98.38056680161942,90.0,2430.0,6276,86.06431852986218,2024-06-30,2024-06-30,15.2,15.2,25.3,15.2,15.2,medium,medium,low,low,low,"4110
株伍指标
予想PER
（倍）
<25.3>
15.2
(26.3>
15.0
实PER
高值平均
10.7
安值平均
6.7
PBR
1.14
株佰(5/27)
5
4100m
最低購人额
24
10.0
41万内
6351
概",6150.png,0.4534883720930232,0.6299251700680273,0.8902578960816772,0.7419167776506357,-13.211600429645543,39,True
2024Q2_PRE,47,8362.T,福井銀行,銀行業,0.9021688570910128,40.82876294942108,19.92734820965232,13.406465950591748,18.585858585858595,0.8656595768709912,11.57791890571568,66.66666666666666,98.42419080068144,95.0,2311.0,6276,60.82115518441198,2024-06-30,2024-06-30,11.5,11.5,25.3,11.5,11.5,medium,medium,low,low,low,"株伍指标
EK
予想PER
（倍）
<25.3>
11.5
<26.3>
10.7
实PER
高值平均
12.8
安值平均
8.7
PBR
0-33
株幅(5/27)
2
19469
最低購人额
21
2.8
19万4600P9
8362
銀",7268.png,0.4629629629629629,0.5690000000000001,0.9219020067471736,0.7402884809231259,-20.56277056277056,40,True
