quarter,rank,ticker,company_name,sector,score,annual_return_pct,quarter_return_pct,avg_monthly_high_low_change_pct,max_monthly_high_low_change_pct,trend_r2,max_drawdown_pct,positive_month_ratio_pct,end_to_trailing_high_pct,persistence_20d_pct,quarter_end_close,price_rows,trailing_return_pct,learning_date,training_cutoff_date,ocr_per,ocr_pbr,ocr_roe,ocr_roa,ocr_yield,ocr_per_confidence,ocr_pbr_confidence,ocr_roe_confidence,ocr_roa_confidence,ocr_yield_confidence,ocr_metrics_text,image_file,sector_adjusted_per_score,finance_quality_score,growth_quality_score,ocr_style_label,realized_return_pct
2025Q3_PRE_ALIGNED,120,3184.T,ＩＣＤＡホールディングス,小売業,0.8732437226296142,36.36363636363635,17.450682852807287,9.39636574188235,16.568047337278102,0.6890280937091426,20.03164556962025,75.0,98.22335025380713,80.0,3870.0,3123,36.36363636363635,2025-06-30,2025-06-30,5.7,5.0,5.0,5.0,5.0,medium,medium,low,low,low,"株伍指标
5
予想PER
（倍）
<26.3>
5.7
<27.3>
5.5
实PER
高值平均
6.6
安值平均
5.0
PBR
0-69
株福(5/26)
6
确
3425F
最低購人额
25
13.0
34万2500m
3184",762.png,0.9846625766871164,0.3675013213530655,0.8433231072298626,中間型,11.111111111111116
2025Q3_PRE_ALIGNED,78,8850.T,スターツコーポレーション,不動産業,0.8947967086779147,33.773861967694565,16.050955414012734,9.9867974558795,15.593705293276106,0.8574203068679527,18.737446197991392,75.0,99.45414847161572,95.0,4555.0,6535,33.773861967694565,2025-06-30,2025-06-30,8.7,8.7,26.3,8.7,8.7,medium,medium,low,low,low,"1270
株伍指标
予想PER
（倍)
<26.3>
8.7
<27.3>
7.8
实PER
高值平均
7.8
安值平均
5.4
PBR
1.17
株福(5/28)
4230F
Ffti
最低購人额
25
14.4
42万3000P
F
8850
宋",3466.png,0.5902255639097744,0.5701043868921776,0.8815107768186458,中間型,11.03825136612022
2025Q3_PRE_ALIGNED,149,9882.T,イエローハット,卸売業,0.8637376892658336,41.80478821362799,11.513396089790009,11.139752705400136,18.37248322147651,0.816222522340587,15.674940496429793,66.66666666666666,96.1298377028714,70.0,1540.0,6273,41.80478821362799,2025-06-30,2025-06-30,11.1,11.1,26.3,11.1,11.1,medium,medium,low,low,low,"1579布E楼
株伍指标
予想PER
（倍）
<26.3>
11.1
<27.3>
10.8
实PER
高值平均
9.7
安值平均
7.4
PBR
1.10
株倡(5/28)
2
1501月
最低購人额
25
9.5
15万100P
9882
迎路特
卸",3899.png,0.5051903114186851,0.5781976744186047,0.8307350181900914,中間型,10.965200262639518
2025Q3_PRE_ALIGNED,38,4718.T,早稲田アカデミー,サービス業,0.9182765447323084,52.94847920546244,19.844357976653693,13.051590201911988,26.17338487023744,0.9149525132535544,18.880285884455027,83.33333333333334,98.63891112890312,80.0,2464.0,4696,52.94847920546244,2025-06-30,2025-06-30,16.6,16.6,26.3,16.6,16.6,medium,medium,low,low,low,"株伍指标
2369
海正格
予想PER
（倍）
<26.3>
16.6
<27.3>
15.3
实PER
高值平均
16.4
安值平均
11.2
PBR
2.82
株倡(5/28)
3
2321月
最低購人额
25
15.9
23万21009
4718
H",1609.png,0.4513108614232209,0.6144159619450318,0.8976474045858708,安定進捗型,10.776035383996785
2025Q3_PRE_ALIGNED,183,2488.T,ＪＴＰ,サービス業,0.8519665311260751,52.46781115879829,18.614357262103496,17.676636041999107,25.97623089983021,0.7195730362130828,23.29192546583852,58.333333333333336,95.75471698113208,80.0,1421.0,4846,52.46781115879829,2025-06-30,2025-06-30,9.3,9.3,26.3,9.3,9.3,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<26.3>
9.3
<27.3>
7.7
实PER
高值平均
16.3
安值平均
9.4
PBR
1-82
株福（5/28)
6
1175P
最低購人额
25
16.2
11万75009
2488",444.png,0.852996254681648,0.6285214059196618,0.8469727249248974,中間型,10.545193687230991
2025Q3_PRE_ALIGNED,125,1950.T,日本電設工業,建設業,0.871475362320461,32.71317829457365,22.22751070918609,11.169139545881556,22.222222222222232,0.6404605339379077,23.21340561853129,75.0,98.35312140942168,100.0,2568.0,6276,32.71317829457365,2025-06-30,2025-06-30,10.3,10.3,26.3,10.3,10.3,medium,medium,low,low,low,"株伍指标
（倍）
予想PER
<26.3>
10.3
<27.3>
9.9
实PER
高值平均
13.5
安值平均
9.6
PBR
0.71
株倡(5/28)
23729
最低購人额
25
6.9
23万72009
1950
建",227.png,0.6352941176470588,0.5961945031712473,0.8727122738676472,中間型,10.4287369640788
2025Q3_PRE_ALIGNED,64,1948.T,弘電社,建設業,0.9014208367665688,85.69169960474308,17.274088866699945,16.338187876571354,33.74999999999999,0.8972363502734216,27.46572313135781,83.33333333333334,93.77245508982035,90.0,2349.0,6273,85.69169960474308,2025-06-30,2025-06-30,9.4,9.4,26.3,9.4,9.4,medium,medium,low,low,low,"株伍指标
348
布正格
予想PER
（倍）
<26.3>
9.4
<27.3>
9.1
实PER
高值平均
12.3
安值平均
7.9
PBR
88-0
株倡(5/28)
2
2200m
最低購人额
25
22万月
13.0
1948
建",224.png,0.7411764705882353,0.6075383192389006,0.914249451194766,安定進捗型,10.171673819742487
2025Q3_PRE_ALIGNED,184,9768.T,いであ,サービス業,0.8519348577830002,35.25835866261397,10.735869178812663,12.738990414600748,21.61607875307629,0.7197878893003791,20.32921810699588,75.0,99.20382165605096,55.00000000000001,3115.0,6535,35.25835866261397,2025-06-30,2025-06-30,8.4,8.4,25.12,8.4,8.4,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.12>
8.4
(26.12>
8.1
实PER
高值平均
6.8
安值平均
5.2
PBR
0.70
株倡(5/28)
2816m
最低購人额
25
28万1600F
9768
H",3856.png,0.8838951310861424,0.4180959302325581,0.7933919140179977,中間型,8.986928104575153
2025Q3_PRE_ALIGNED,138,6040.T,日本スキー場開発,サービス業,0.8670729045897838,52.23436409714408,19.672131147540984,15.184160385957943,26.72413793103448,0.7305459633974412,26.69724695895842,58.333333333333336,96.9639468690702,100.0,511.0,2675,52.23436409714408,2025-06-30,2025-06-30,16.1,16.1,25.7,16.1,16.1,medium,medium,low,low,low,"90
株伍指标
予想PER
（倍）
<25.7>
16.1
(26.7>
14.9
实PER
高值平均
122.7
安值平均
100.1
PBR
2.86
株倡（5/28)
10
十万排
457A
最低購人额
255
4万5700F
6040
速国特
多封内色",2076.png,0.4756554307116105,0.4635769027484144,0.881956497647139,中間型,8.94941634241244
2025Q3_PRE_ALIGNED,69,4681.T,リゾートトラスト,サービス業,0.8984166542753423,49.36386768447838,21.32276954874268,10.2526702313524,15.00691562932226,0.6650464538600993,18.37741808132649,75.0,98.93258426966293,90.0,1761.0,6273,49.36386768447838,2025-06-30,2025-06-30,18.3,18.3,26.3,18.3,18.3,medium,medium,low,low,low,"株伍指标
海正格
予想PER
（倍）
<26.3>
18.3
<27.3>
17.8
实PER
高值平均
17.8
安值平均
12.1
PBR
2.41
株福(5/28)
5
1640.5F
最低購人额
25
14.7
16万40509
速之特
4681",1593.png,0.3960674157303371,0.6156646405919662,0.8736526426222799,業績急伸型,8.429561200923796
2025Q3_PRE_ALIGNED,85,7649.T,スギホールディングス,小売業,0.8911234282117475,40.81196581196582,17.134731603270524,8.43818089022948,16.150565547932505,0.7616205778298364,13.410030559050869,66.66666666666666,99.15738790249776,85.0,3295.0,6126,40.81196581196582,2025-06-30,2025-06-30,16.8,16.8,26.2,16.8,16.8,medium,medium,low,low,low,"3242布E楼
株伍指标
予想PER
（倍）
<26.2>
16.8
<27.2>
16.0
实PER
高值平均
20.6
安值平均
15.1
PBR
2.28
株倡(5/28)
3
31629
最低購人额
25
10.6
31万62009
7649
小",2990.png,0.5230061349693251,0.521875,0.859707623207963,中間型,7.929782082324466
2025Q3_PRE_ALIGNED,36,4619.T,日本特殊塗料,化学,0.919065172403384,61.83889340927584,35.21414004078858,15.225542400089964,25.544959128065404,0.7238440391554849,17.87709497206704,75.0,99.05378486055776,85.0,1989.0,6276,61.83889340927584,2025-06-30,2025-06-30,9.7,9.7,26.3,9.7,9.7,medium,medium,low,low,low,"株伍指标
（倍）
予想PER
<26.3>
9.7
<27.3>
8.6
实PER
高值平均
8.6
安值平均
5.8
PBR
0-67
株倡(5/28)
1775F
最低購人额
25
8.9
17万75009
4619
花",1557.png,0.7390243902439024,0.6100356765327696,0.9044454516665678,業績急伸型,6.842372022301069
2025Q3_PRE_ALIGNED,145,8595.T,ジャフコ グループ,証券、商品先物取引業,0.8647905260592347,29.23439958049292,18.91435464414957,11.057697012855606,32.867685819715334,0.7477893512416958,16.13528651443343,91.66666666666666,97.77821860741916,65.0,2464.5,6256,29.23439958049292,2025-06-30,2025-06-30,13.0,13.0,26.3,13.0,13.0,medium,medium,low,low,low,"株伍指标
布正校
予想PER
（倍）
<26.3>
13.0
<27.3>
12.1
实PER
高值平均
13.8
安值平均
10.2
PBR
0-93
株福(5/28)
2
2398.5F
最低購人额
25
6.9
23万98509
他速力特
8595
症",3413.png,0.3611111111111111,0.5691331923890064,0.832453318713434,中間型,4.5170397257511485
2025Q3_PRE_ALIGNED,87,1938.T,日本リーテック,建設業,0.8901574723039927,48.90864995957962,23.873570948217893,15.507176598574596,30.903328050713164,0.6977193342751591,25.13790386130812,75.0,99.29919137466308,75.0,1842.0,6272,48.90864995957962,2025-06-30,2025-06-30,9.7,9.7,26.3,9.7,9.7,medium,medium,low,low,low,"株伍指标
予想PER
（倍)
<26.3>
9.7
<27.3>
9.1
实PER
高值平均
12.6
安值平均
7.1
PBR
0-64
株倡(5/28)
1639m
最低購人额
25
16万39009
1938
建",217.png,0.6823529411764706,0.5986191860465117,0.8659651069157005,業績急伸型,4.0414507772020825
2025Q3_PRE_ALIGNED,65,9065.T,山九,陸運業,0.9009564108612846,43.42422556112038,26.09262883235486,11.639249592417803,17.642711989654526,0.7101917862404152,26.93914623069936,75.0,99.12820512820512,100.0,7732.0,6276,43.42422556112038,2025-06-30,2025-06-30,12.4,12.4,26.3,12.4,12.4,medium,medium,low,low,low,"7043有EK
株伍指标
予想PER
（倍）
<26.3>
12.4
<27.3>
11.8
实PER
高值平均
12.3
安值平均
8.6
PBR
1.26
株倡(5/28)
2
7011月
最低購人额
25
10.7
70万1100m
9065
外迎心特",3546.png,0.4827586206896552,0.5871828752642706,0.9044308965188392,業績急伸型,3.9928103736037945
2025Q3_PRE_ALIGNED,225,5576.T,オービーシステム,情報・通信業,0.8387475222009675,29.430237774786903,16.848926690968003,17.162416573834584,39.910536779324055,0.6329013053616426,19.19678714859437,66.66666666666666,96.97478991596638,100.0,2885.0,664,29.430237774786903,2025-06-30,2025-06-30,9.9,9.9,26.3,9.9,9.9,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<26.3>
9.9
<27.3>
6.6
实PER
高值平均
17.4
安值平均
68
PBR
1.13
株福（5/28)
2
1下样
25029
最低購人额
25
9.9
25万200F9
5576
情",1902.png,0.9254606365159128,0.648632399577167,0.8476850362460213,中間型,3.8128249566724337
2025Q3_PRE_ALIGNED,131,1799.T,第一建設工業,建設業,0.8693710541085347,47.74904214559388,17.973231357552578,14.7381471612059,26.61251791686574,0.6313364319426509,20.70834839176004,66.66666666666666,99.35587761674718,70.0,3085.0,6533,47.74904214559388,2025-06-30,2025-06-30,11.1,11.1,26.3,11.1,11.1,medium,medium,low,low,low,"株伍指标
2930
予想PER
（倍）
<26.3>
11.1
<27.3>
10.8
实PER
高值平均
11.8
安值平均
8.4
PBR
0.73
株倡(5/28)
28029
最低購人额
25
t1
28万200F
1799
建",150.png,0.5441176470588235,0.5854122621564481,0.8295492557938292,中間型,3.674121405750808
2025Q3_PRE_ALIGNED,76,8252.T,丸井グループ,小売業,0.8955197731996338,37.55047106325706,13.576588257084657,8.125938467882293,15.24892199137593,0.8347874489299941,16.04760927560025,83.33333333333334,98.90322580645162,85.0,3066.0,6535,37.55047106325706,2025-06-30,2025-06-30,19.2,10.0,10.0,10.0,10.0,medium,medium,low,low,low,"0010
株伍指标
（倍）
予想PER
<26.3>
19.2
<27.3>
17.3
实PER
高值平均
21.0
安值平均
15.8
PBR
2.18
株福(5/28)
2966.5F
最低購人额
25
10.6
29万6650m
8252",3323.png,0.4585889570552147,0.3114429175475687,0.8628319698683985,中間型,3.556280587275684
