quarter,rank,ticker,company_name,sector,score,annual_return_pct,quarter_return_pct,avg_monthly_high_low_change_pct,max_monthly_high_low_change_pct,trend_r2,max_drawdown_pct,positive_month_ratio_pct,end_to_trailing_high_pct,persistence_20d_pct,quarter_end_close,price_rows,trailing_return_pct,learning_date,training_cutoff_date,ocr_per,ocr_pbr,ocr_roe,ocr_roa,ocr_yield,ocr_per_confidence,ocr_pbr_confidence,ocr_roe_confidence,ocr_roa_confidence,ocr_yield_confidence,ocr_metrics_text,image_file,sector_adjusted_per_score,finance_quality_score,growth_quality_score,overall_score,simple_sector,headline_score_raw,shikiho_score_overall,forecast_per,promising_score,company_name_ocr,sector_ocr,ocr_body_text,direct_themes
2024Q2_PRE_ALIGNED,940,6745.T,ホーチキ,電気機器,0.6632858800974143,27.112875779920586,0.900495272399815,13.51302355543812,22.709739633558332,0.6788893686513352,16.292134831460668,58.333333333333336,88.0550098231827,15.0,2241.0,6273,27.112875779920586,2024-06-30,2024-06-30,9.1,9.1,25.3,9.1,9.1,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.3>
9.1
(26.3>
8.6
实PER
高值平均
9.4
安值平均
6.5
PBR
86'0
株倡(5/27)
2093m
最低購人额
21
11.4
20万93009
21速位特
6745",6380.png,0.8991228070175439,0.614547062023939,0.6578906308987142,0.6822190710473526,電気機器,0.0,3.0,9.1,0.6632858800974143,ホーチキ,電気機器,"〈 幻 ・ 3 〉 【 好 調 】 更 新 需 要 が 増 え 、 火 災 報 知 器 リ ニ ュ ー ア ル 案 件 や 保 守 点 検 が 拡 大 。 新 格 改 京 。 定 浸 膸 も 定 超 。 前 号 比 営 業 益 ト 振 れ 。 年 東 知 設 は 好 調 持 続 。 保 守 点 検 も 提 案 営 強 ~ コ 化 が 寄 与 。 価 格 改 定 浸 透 も 続 く 。 増 歩 調 【 火 災 情 報 】 防 災 ク ラ ウ ド サ ー ビ ス を 4 月 速 報 。 製 品 調 達 難 解 消 し 東 南 ア ジ ア 伸 長 当 390 椥 ン 火 険 「 , 、 ズ 本 余 負 ー 株 資 爆 発 、 ~ 5 っ — モ 材 カ 川 旧 6 し ) 器 / 異 4",ai_datacenter
2024Q2_PRE_ALIGNED,847,1871.T,ピーエス・コンストラクション,建設業,0.6821981657080678,32.232496697490085,-5.655042412818101,6.502159009763641,10.647181628392488,0.8088011052749868,11.882229232386964,58.333333333333336,91.41552511415524,0.0,1001.0,6276,32.232496697490085,2024-06-30,2024-06-30,9.7,9.7,25.3,9.7,9.7,medium,medium,low,low,low,"1095
株伍指标
予想PER
（倍）
<25.3>
9.7
(26.3>
9.5
实PER
高值平均
8.6
安值平均
6.2
PBR
0-93
株佰(5/27)
2
1040F
E
最低購人额
21
10.1
10万4000m
1871
建",4093.png,0.8090277777777778,0.6059507616974972,0.5760280362417003,0.6564008357575891,建設業,0.0,3.0,9.7,0.6821981657080678,ピーエス・コンストラクション,建設業,"^ 幻 ・ 3 〉 区 相 【 最 高 益 】 月 未 単 休 受 汁 残 2007 億 円 湛 ク ( 前 年 同 期 比 ロ ・ 9 % 増 ) 。 ー 木 の 床 版 取 り 京 ン 京 側 替 え 「 事 で 設 計 変 更 獲 得 が 想 定 超 年 3 東 「 東 建 は 竸 輪 学 校 施 設 の 「 事 等 が 進 捗 ん 件 03 味 0 費 負 担 こ な し 最 高 純 誉 更 新 。 増 龝 余 地 留 【 新 中 計 】 年 度 ま で の 新 中 計 を 今 春 公 表 へ 、 人 手 確 保 や ""- 場 の 能 力 増 強 投 資 カ 無 点 0 大 成 建 設 か ら 建 設 案 件 紹 介 、 シ ナ ジ ー 図 る い ビ ト 新 ト ー イ 留 0 「 , , , 0 芻 00 ' △ - 益 7 四 冖 」 ト を リ . 2 去 オ 高",infra_construction
2024Q2_PRE_ALIGNED,1072,9412.T,スカパーＪＳＡＴホールディングス,情報・通信業,0.6367617285869736,58.97435897435896,-18.267419962335214,11.446545382906187,20.045819014891176,0.7843691219801235,19.90610328638498,58.333333333333336,78.41011743450767,0.0,868.0,6381,58.97435897435896,2024-06-30,2024-06-30,13.4,13.4,25.3,13.4,13.4,medium,medium,low,low,low,"1107
株伍指标
予想PER
（倍）
<25.3>
13.4
(26.3>
13.1
实PER
高值平均
12.9
安值平均
7.9
PBR
0-92
株幅(5/27)
8799
最低購人额
24
6.7
8万79009
9412
情",7621.png,0.7848324514991182,0.6666621327529924,0.545042004396971,0.6489030254713419,情報・通信業,0.0,3.0,13.4,0.6367617285869736,スカパーＪＳＡＴホールディングス,情報・通信業,"【 小 幅 増 益 】 宇 ⅲ は デ ブ リ 除 去 等 の 先 行 費 盟 川 響 く 。 メ デ ィ ア は 放 送 収 人 漸 減 だ が 、 2>< 京 ィ 一 化 に よ る 費 用 抑 制 が 想 定 超 。 増 配 幅 拡 大 。 東 テ パ 年 3 月 期 は 宇 ⅲ が 画 像 販 売 等 仰 び 、 研 究 開 シ カ 発 費 負 担 こ な す 。 メ デ ィ ア は 有 料 会 員 減 を タ け 0 費 川 抑 制 や イ ・ ヘ ン ト 収 人 で 補 う 。 小 幅 増 誉 。 ン ネ 【 低 軌 道 衛 星 】 自 社 保 有 の 地 球 観 測 向 け 衛 イ 絵 群 の 構 築 へ 400 億 円 投 資 。 機 舸 ち 上 . 要 げ 年 サ ー ビ ス 開 始 。 初 年 度 か ら 黒 字 狙 う = ゅ 一 ト ← プ 制 ' 青 ~ 【 ジ ー ー 公 ー カ 加 ; ス ロ リ ー , 簽 7 ~ 株 資 却 発 2 ー 人 ア ー 出 日 高 Ⅷ み イ ・ 人",defense
2024Q2_PRE_ALIGNED,888,4626.T,太陽ホールディングス,化学,0.6728285196124152,29.86270022883295,0.2945508100147265,11.63637496708178,18.617021276595747,0.672396148462601,18.76087713191785,41.66666666666667,98.98255813953487,30.0,1702.5,6263,29.86270022883295,2024-06-30,2024-06-30,14.5,14.5,25.3,14.5,14.5,medium,medium,low,low,low,"株伍指标
海正格
予想PER
（倍）
<25.3>
14.5
(26.3>
12.5
实PER
高值平均
18.6
安值平均
12.4
PBR
1.74
株幅(5/27)
3120m
最低購人额
24
9.0
31万2000m
4626
特
化",5424.png,0.573170731707317,0.6419409684439608,0.6729405909262507,0.6479637094075933,化学,0.0,3.0,14.5,0.6728285196124152,太陽ホールディングス,化学,"給 7 1 ま 0 〈 幻 ・ 3 〉 島 【 増 益 続 く 】 絶 縁 材 は 車 載 関 連 が 伸 長 、 上 豊 ル メ モ リ ー ・ "" 冂 け 稼 ぐ 。 医 薬 は 製 造 受 託 が 増 ザ 師 加 。 円 安 効 果 で 営 業 益 続 仲 。 増 配 期 待 年 東 方 ・ に 可 、 。 、 ツ ケ ー ン 3 月 期 も リ ジ ッ ド 基 板 は 調 維 キ ー ジ 川 は メ モ リ ー 市 況 が 後 半 回 復 。 医 薬 の コ 囲 受 託 製 造 で 新 規 案 佇 ト 乗 せ 。 連 続 最 高 純 益 。 川 ボ ・ 【 設 備 投 資 】 年 上 地 取 得 の 埼 県 ヶ 島 市 に 生 産 技 術 セ ン タ ー を 建 設 。 ド ラ イ フ ィ メ ル ム の ソ ル ダ ー レ ジ ス ト を 開 発 ・ 生 産 。 幻 呂 願 石 高 ラ 高 ッ 3 。",infra_construction
2024Q2_PRE_ALIGNED,1199,7003.T,三井Ｅ＆Ｓ,機械,0.6101655733457692,197.75051124744377,-23.08505018489171,24.835775419452062,39.94743758212878,0.7388185739813018,47.5346687211094,58.333333333333336,50.24154589371981,0.0,1456.0,6533,197.75051124744377,2024-06-30,2024-06-30,4.1,4.1,25.3,4.1,4.1,medium,medium,low,low,low,"株伍指标
898
海正校
予想PER
（倍）
<25.3>
4.1
(26.3>
9.9
实PER
高宿平均
安值平均
PBR
1.08
株倡(5/27)
16
百万补
14229
最低購人额
21
20.2
14万2200m
7003
概",6521.png,1.0,0.5725244831338411,0.5622596322533366,0.6471755463273448,機械,0.0,3.0,4.1,0.6101655733457692,三井Ｅ＆Ｓ,機械,海 洋 開 発 「 ( - ) 、 他 2 ( ) 【 幻 ・ 3 〉 央 【 回 復 】 メ ン テ 戦 で も 港 湾 ク レ ー ン が 伸 び る 。 引 当 金 取 崩 益 等 な く 営 業 減 益 だ が 京 な 金 融 費 用 減 。 株 売 却 益 。 年 3 月 期 は 用 東 エ ン ジ ン 、 ク レ ー ン と も 工 事 願 調 。 米 案 件 が ト 積 。 ア フ タ ー サ ー ビ ス も 堅 調 s 【 米 国 】 米 政 府 サ イ バ ー セ キ ュ リ テ ィ 強 化 で 米 国 向 け 港 湾 ク レ ー ン 8 基 受 注 。 第 2 弾 受 注 も 。 ク レ ー ン 需 要 肝 盛 で ベ ト ナ ム 生 社 産 委 託 拡 大 、 国 内 も 工 程 見 直 し 生 産 性 向 上 。 ス ー 効 疋 之 郎 裕 当 33 。 冖 タ 造 物 ガ ス 表 自 ラ 命 皿 ル ズ カ ( ト 生 ー マ 治 モ 一 本 Ⅲ 社 ン 樹 崎 国 信 員 実 研 5 。 カ 7 円 盟 版,cyber_security
2024Q2_PRE_ALIGNED,1059,1965.T,テクノ菱和,建設業,0.6392292554018343,79.76694915254237,-16.23889437314906,16.04001492085445,26.53594771241829,0.8445216792908434,23.898781630740395,50.0,78.96696137738482,0.0,1697.0,6276,79.76694915254237,2024-06-30,2024-06-30,9.9,9.9,25.3,9.9,9.9,medium,medium,low,low,low,"2149
株伍指标
予想PER
（倍）
<25.3>
9.9
(26.3>
9.7
实PER
高值平均
9.4
安值平均
6.7
PBR
0.75
株佰(5/27)
万群
1746
最低購人额
24
9.7
17万4600m
1965
建",4140.png,0.7986111111111112,0.6063928182807399,0.5820010326219716,0.6413627636517065,建設業,0.0,3.0,9.9,0.6392292554018343,テクノ菱和,建設業,"ズ 孕 3 〉 島 【 連 続 最 高 益 】 月 未 手 持 ち 工 事 高 8 0 8 億 円 ( 前 年 同 期 比 % 増 ) 。 産 業 設 「 の 京 採 算 向 ト が 想 定 超 年 3 月 期 の 空 調 事 東 は 半 導 休 関 連 阜 引 。 食 品 ・ 医 薬 品 に 場 寄 与 。 医 療 施 設 進 捗 。 人 件 費 増 で も 営 業 増 益 。 コ 【 給 与 】 年 度 か ら 基 本 給 を 定 期 曻 給 と 併 せ て 8 % 程 度 賃 ト げ 、 手 当 の 充 実 も 図 る 計 画 回 る 受 汁 好 調 が 続 く 大 半 導 休 関 連 「 事 の は か 複 数 の 大 案 件 を 受 注 。 動 定 彦 猗 敏 茂 松 院 ー し ー ー 5 重 ほ 従 測 海 葉 2 信 い 也 木 ← 春 、 ・ . ス 物 」 ・ 3 8 ・ 人 地 翻 安 幻 ー ,.. / 日 ー 設 ッ 3 3 0 ー 幻",semiconductor
2024Q2_PRE_ALIGNED,933,9302.T,三井倉庫ホールディングス,倉庫・運輸関連業,0.664728897870356,34.8870022014036,1.5957447222963994,8.322197504407958,12.817409003226988,0.4377362326745785,17.460319882347473,50.0,94.18145715837647,10.0,1591.6666259765625,6276,34.8870022014036,2024-06-30,2024-06-30,12.4,12.4,25.3,12.4,12.4,medium,medium,low,low,low,"株伍指标
70
布正格
予想PER
（倍）
<25.3>
12.4
(26.3>
10.6
实PER
高值平均
7.3
安值平均
4.7
PBR
0-96
株倡(5/27)
4235m
最低購人额
24
11.9
42万3500m
工特
9302
合
後",7559.png,0.4193548387096774,0.579345756256801,0.651487475294797,0.6009225494659235,倉庫・運輸関連業,0.0,3.0,12.4,0.664728897870356,三井倉庫ホールディングス,倉庫・運輸関連業,^ 幻 ・ 3 〉 区 区 【 反 発 】 は 九 州 半 導 休 好 調 、 航 空 港 輸 送 も 自 動 車 関 連 伸 び る 。 だ が テ ナ ン ト 交 京 代 の 賃 貸 収 人 減 で 減 益 。 年 3 月 期 は 東 、 航 空 調 持 続 。 人 件 費 増 あ る が 適 ⅱ 料 金 収 受 推 進 。 不 動 産 賃 貸 復 元 し 営 業 益 反 発 0 【 新 本 社 ビ ル 】 東 京 ・ 愉 崎 へ に 加 え 関 ー 1 東 散 在 子 会 社 の 本 社 も 移 転 、 グ ル ー プ 統 合 強 化 環 境 対 応 に 事 費 用 に 建 築 環 境 総 合 性 能 評 価 < ラ ン ク 取 得 、 グ リ ー ン ポ ン ド 発 行 。 ス 材,semiconductor
2024Q2_PRE_ALIGNED,2216,1967.T,ヤマト,建設業,0.4197452303228147,6.759656652360513,-10.117434507678414,14.13831712886086,20.95744680851064,0.5841291010051182,17.687661777394304,41.66666666666667,84.53695836873408,0.0,995.0,6276,6.759656652360513,2024-06-30,2024-06-30,11.9,11.9,25.3,11.9,11.9,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.3>
11.9
(26.3>
11.0
实PER
高值平均
12.8
安值平均
9.7
PBR
0.77
株佰(5/27)
11429
最低購人额
24
4.1
11万42009
1967
特
建",4142.png,0.6041666666666666,0.6042301414581066,0.3786151873154049,0.4938988299911912,建設業,0.0,3.0,11.9,0.4197452303228147,ヤマト,建設業,幻 ・ 3 〉 市 【 最 高 益 】 設 備 に 事 受 汁 は 空 調 ・ 衛 生 な ど 前 期 実 績 ( 556 億 円 ) 超 え る 勢 い 。 受 汁 採 橋 0 算 改 善 が 効 き 営 業 益 増 額 年 3 月 期 の 設 一 備 に 事 は ホ テ ル 、 場 、 倉 向 け 空 調 ・ 衛 生 が 続 伸 受 注 採 算 視 は 継 続 。 配 管 プ レ 加 「 も 進 捗 良 好 。 最 高 純 誉 。 連 続 増 配 も 。 【 】 収 益 好 転 で 懸 案 の は 年 3 月 期 8 % 台 乗 せ 射 程 技 術 者 確 保 急 務 で 経 験 者 採 川 に 全 力 。 株 ド 優 待 制 度 を 新 設 。 当 330 名 会 ′ 、 2 宏 本 ) マ ス 1 - 人 、 & 330,infra_construction
2024Q2_PRE_ALIGNED,2338,6754.T,アンリツ,電気機器,0.3977870874138556,0.9414654113794496,0.2439024390243904,7.994107952131291,12.528370403994549,0.1033757512559275,23.30702350378601,41.66666666666667,89.57500908100255,0.0,1233.0,6276,0.9414654113794496,2024-06-30,2024-06-30,18.9,18.9,25.3,18.9,18.9,medium,medium,low,low,low,"株伍指标
（倍）
予想PER
<25.3>
18.9
(26.3>
13.9
实PER
高值平均
24.9
安值平均
16.4
PBR
1.25
株倡(5/27)
6
1192.5F
最低購人额
24
6.3
11万92509
测速强特
6754",6385.png,0.4539473684210526,0.6726264961915126,0.3880650551842064,0.4871588126327789,電気機器,0.0,3.0,18.9,0.3977870874138556,アンリツ,電気機器,〈 幻 ・ 3 〉 評 【 戻 り 基 調 】 通 信 計 測 は ス マ ホ 開 発 向 け が 他 韓 国 等 で 底 打 つ 。 デ ー タ セ ン タ ー 向 け は 高 速 化 需 要 盛 で 好 仲 。 年 3 月 期 は 通 信 計 大 測 が ス マ ホ 関 連 の 回 復 進 み 、 デ ー タ セ ン タ ー 向 け は 一 層 拡 大 。 産 業 機 器 は 米 国 中 - 新 コ 師 心 に 好 調 を 維 持 。 営 業 益 戻 り 基 調 続 く 【 デ ー タ セ ン タ ー 】 さ ら な る 通 信 高 速 化 に 向 け 新 規 格 対 応 製 品 を 開 発 へ 。 4 月 未 ま で 社 当 億 円 、 500 カ 株 ト 限 に 自 己 株 買 い 。 当 390 資 却 7 、 し,ai_datacenter
2024Q2_PRE_ALIGNED,1914,4709.T,ＩＤホールディングス,情報・通信業,0.4767896885849008,14.494988434849642,-2.109426499670397,8.589771343140463,12.847965738758038,0.2194694874729875,21.813031161473084,50.0,82.77591973244147,0.0,1485.0,6535,14.494988434849642,2024-06-30,2024-06-30,13.8,9.4,9.4,9.4,9.4,medium,medium,low,low,low,"9.4
株伍指标
布正格
予想PER
（倍）
<25.3>
13.8
(26.3>
12.8
实PER
高值平均
15.0
安值平均
10.6
PBR
1.98
株佰(5/27)
1415F
最低購人额
21
15.9
14万15009
4709
持
情",5467.png,0.7733686067019401,0.3511561479869424,0.4508818480602252,0.4776947627930389,情報・通信業,0.0,3.0,13.8,0.4767896885849008,ＩＤホールディングス,情報・通信業,"& ー 83 . → 1 」 幻 . 加 → ー 東 P 高 & 4 & 3 【 株 式 ル 石 【 株 ド 第 向 7 石 名 閉 ① ー サ 株 ー ー 拡 見 ル : ー 匳 本 マ ス タ ー 信 1 ー ー T ー 式 提 セ の 大 直 最 テ 務 = 00 愈 ・ 終 会 、 イ ビ キ デ 。 し 高 Ⅱ 己 ・ 本 ロ & ジ ェ ン レ ッ 料 8 ( 虧 ) フ 拡 強 リ タ 当 低 等 f 一 本 比 事 材 ー 自 ネ 0 ・ 己 (I) 1 ラ 充 取 プ テ セ 増 採 シ io 行 G3 2 み ほ ド ょ 4 設 4 。 得 ロ イ ン 額 算 ス 行 0 8 ! 1 ー ⅱ 1 乢 ) (I)C ソ フ ト 42 23 , 計 子 コ 関 タ 。 案 テ ー 幻 ー 一 【 指 標 等 】 く 4 ・ 3 > 橆 等 へ サ ド 連 ー 件 ム 最 島 純 益 ( 24 コ ) 1 , 行 7 ー 人 鬱 投 資 幻 3 を ) 初 刷 ロ ー 圓 ・ 西 川 別 恵 ・ ド 渮 提 4 防 ユ 純 伸 ー し ト 。 マ 嘉 萇 躡 ・ ; 、 契 S ト ソ ン ウ ェ ()t 較 会 社 】 4 い c 冊 . 財 F 732 盟 5 【 連 、 」 イ し フ ォ メ ー シ ョ 。 , - , 業 . へ 包 イ 新 イ ン 単 、 括 の 。 バ ダ 幅 価 夏 5 , 4 , 一 ン ・ ア イ ベ ロ プ メ ン ト 3817SRAIID 1 】 別 ・ 高 材 業 料 経 純 科 一 物 ー 齪 第 【 当 】 新 【 本 % 76 東 京 都 T ・ 代 3 例 2 , 424 ー 1 , 4 5 45 | 四 . 9 【 主 要 「 会 社 】 イ ン フ ォ メ ー シ",ai_datacenter
2024Q2_PRE_ALIGNED,1950,1720.T,東急建設,建設業,0.4710655370744598,5.47945205479452,-7.8947368421052655,6.98330648756661,13.11258278145695,0.2018394155905307,14.049586776859504,66.66666666666666,88.70967741935483,0.0,770.0,5559,5.47945205479452,2024-06-30,2024-06-30,18.3,18.3,25.3,18.3,18.3,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.3>
18.3
(26.3>
13.9
实PER
高值平均
12.6
安值平均
9.7
PBR
0-81
株佰（5/27)
2
765F
HL
最低購人额
24
7万6500P
速豹特
1720
建
69",4022.png,0.2048611111111111,0.6114186615886834,0.34048954053874,0.4455517764428949,建設業,0.0,3.0,18.3,0.4710655370744598,東急建設,建設業,〈 幻 ・ 3 〉 谷 【 復 調 】 月 未 単 休 受 汁 残 4362 億 円 渋 千 . ( 前 年 同 期 比 % 増 ) 。 建 築 は ド 期 に 設 計 変 京 更 獲 得 が 想 定 超 も 、 シ ス テ 人 関 連 費 等 重 い 。 東 レ 年 3 月 期 は 都 圏 の 複 数 大 再 開 発 案 件 当 に 加 え 、 物 流 倉 庫 や 什 宅 が 進 捗 。 建 築 で 好 採 0 〉 算 案 佇 増 。 営 業 益 反 発 。 為 替 差 損 見 込 ま す 既 【 環 境 】 製 作 時 oo ~ 排 出 量 半 減 さ せ た 地 】 根 固 め プ ロ ッ ク の 実 証 開 始 。 耐 久 性 な ど 検 証 し 活 川 検 討 。 受 注 は 再 開 発 続 く 渋 谷 注 力 。 【 紹 練 伏 の 3 訪 地 Ⅲ = ジ ・ シ 当 39 ” 8 益 & ー 日 4 会 甲 00 「 00,infra_construction
2024Q2_PRE_ALIGNED,2525,7806.T,ＭＴＧ,その他製品,0.3632868956940774,-1.3029315960912058,-5.253283302063794,6.081482280345918,10.416666666666677,0.0010282286787604,19.12302070645554,50.0,90.33989266547408,0.0,1515.0,1873,-1.3029315960912058,2024-06-30,2024-06-30,27.8,18.6,24.9,18.6,18.6,medium,medium,low,low,low,"株伍指标
（倍）
予想PER
<24.9>
27.8
<25.9>
23.4
实PER
高值平均
29.0
安值平均
18.6
PBR
1-36
株倡(5/27)
8
1481月
最低購人额
24
14万81009
7806",6965.png,0.1759259259259259,0.47795837867247,0.2850660544957918,0.3529523893540005,その他製品,0.0,3.0,27.8,0.3632868956940774,ＭＴＧ,その他製品,"ン グ 0 ( △ ) 、 他 3 ( △ 8 ) 【 〈 幻 ・ 9 〉 中 【 数 量 増 】 主 力 の リ フ ア は ー 50 の 新 商 品 村 投 人 テ コ に 主 販 路 で 数 量 増 。 高 水 準 の 広 告 宣 伝 費 こ な し 営 業 増 益 。 た だ 過 年 度 費 用 未 計 ト 分 6 ・ 咫 億 円 の 会 計 処 理 方 法 次 第 で ー 占 名 表 記 営 業 益 変 動 。 為 替 益 見 込 ま す 。 増 配 0 【 不 祥 】 費 川 未 計 ト 間 題 は 特 別 調 査 委 の 調 査 完 。 再 発 防 止 に 向 け 子 会 社 役 員 選 任 業 . 手 続 き で 人 物 評 価 に 外 部 調 査 機 関 の チ ェ ッ ク 導 人 。 年 中 に 銀 座 に リ フ ァ 旗 艦 店 開 設 。 イ 讐 。 行 。 に 日 田 プ 当 99 ^ 名 , k 齟 「 醂 謝 介 男 メ 」 れ ョ 田 工 ト 彦 ー 俶 松 剛 ス 本 金 月 益 盟 シ ー い ス ャ 高 5",ship_heavy
2024Q2_PRE_ALIGNED,3256,4013.T,勤次郎,情報・通信業,0.2367979480802114,-36.5399534522886,-6.727480045610035,9.126695434712534,15.337423312883436,0.8579291996535398,46.91091954022989,16.666666666666664,58.47033595425304,0.0,409.0,1320,-36.5399534522886,2024-06-30,2024-06-30,24.12,16.8,24.12,16.8,16.8,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
(24.12>
22.2
<25.12>
16.8
实PER
高值平均
102.0
安值平均
34.9
PBR
0-92
株佰(5/27)
8429
最低購人额
21
8万4200F
速特
4013
情",5055.png,0.4179894179894179,0.4350924918389554,0.2920670538073771,0.3337219635362305,情報・通信業,0.0,3.0,24.12,0.2367979480802114,勤次郎,情報・通信業,^ 幻 ・ 肥 〉 代 ま 南 ・ 【 続 仰 】 勤 怠 管 理 シ ス テ ム の ク ラ ウ ド ラ イ セ ン ス が 順 調 拡 大 。 新 規 に 加 え 既 存 顧 客 京 区 ~ の オ ン プ レ ミ ス 版 か ら の 移 行 仲 長 。 シ ス テ 東 ム 機 能 強 化 の 開 発 費 と ク ラ ウ ド イ ン フ ラ 拡 充 、 待 遇 改 善 の 人 件 費 増 こ な し 営 業 益 続 伸 コ 載 【 新 機 能 】 ク ラ ウ ド 版 に < ー 活 川 の 離 職 分 皿 析 機 能 追 加 ス ト レ ス チ ェ ッ ク 結 果 か ら 離 職 原 囚 な ど 解 析 ク ラ ウ ド 版 の ユ ー ザ ー 専 門 サ イ ト 開 設 。 契 約 情 報 閲 覧 機 能 な ど 提 供 【 ナ 当 2 2 ” ル 名 テ ク . 稔 之 翹 降 英 . イ 村 持 ( え 報 材 冊 ノ - ー 情 一 誓 ー 47,ai_datacenter
2024Q2_PRE_ALIGNED,3256,4013.T,勤次郎,情報・通信業,0.2367979480802114,-36.5399534522886,-6.727480045610035,9.126695434712534,15.337423312883436,0.8579291996535398,46.91091954022989,16.666666666666664,58.47033595425304,0.0,409.0,1320,-36.5399534522886,2024-06-30,2024-06-30,24.12,16.8,24.12,16.8,16.8,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
(24.12>
22.2
<25.12>
16.8
实PER
高值平均
102.0
安值平均
34.9
PBR
0-92
株佰(5/27)
8429
最低購人额
21
8万4200F
速特
4013
情",5055.png,0.4179894179894179,0.4350924918389554,0.2920670538073771,0.3337219635362305,情報・通信業,0.0,3.0,24.12,0.2367979480802114,勤次郎,情報・通信業,^ 幻 ・ 肥 〉 代 ま 南 ・ 【 続 仰 】 勤 怠 管 理 シ ス テ ム の ク ラ ウ ド ラ イ セ ン ス が 順 調 拡 大 。 新 規 に 加 え 既 存 顧 客 京 区 ~ の オ ン プ レ ミ ス 版 か ら の 移 行 仲 長 。 シ ス テ 東 ム 機 能 強 化 の 開 発 費 と ク ラ ウ ド イ ン フ ラ 拡 充 、 待 遇 改 善 の 人 件 費 増 こ な し 営 業 益 続 伸 コ 載 【 新 機 能 】 ク ラ ウ ド 版 に < ー 活 川 の 離 職 分 皿 析 機 能 追 加 ス ト レ ス チ ェ ッ ク 結 果 か ら 離 職 原 囚 な ど 解 析 ク ラ ウ ド 版 の ユ ー ザ ー 専 門 サ イ ト 開 設 。 契 約 情 報 閲 覧 機 能 な ど 提 供 【 ナ 当 2 2 ” ル 名 テ ク . 稔 之 翹 降 英 . イ 村 持 ( え 報 材 冊 ノ - ー 情 一 誓 ー 47,infra_construction
